college_code,college_name,district,college_type,branch_code,branch_name,oc,bc,bcm,mbc,sc,sca,st,oc_partial,bc_partial,bcm_partial,mbc_partial,sc_partial,sca_partial,st_partial
2611,"Paavai Engineering College (Autonomous), NH-7, Paavai Nagar, Pachal, Namakkal-637018.",NAMAKKAL,SELF FINANCING COLLEGES TIER 2,MZ,Mechatronics Engineering,130.0,100.0,102.5,118.5,100.0,,103.5,0,0,1,0,1,0,0
2611,"Paavai Engineering College (Autonomous), NH-7, Paavai Nagar, Pachal, Namakkal-637018.",NAMAKKAL,SELF FINANCING COLLEGES TIER 2,PH,PHARMACEUTICAL TECHNOLOGY,114.5,102.0,,102.5,,85.0,,0,1,0,0,0,0,0
2611,"Paavai Engineering College (Autonomous), NH-7, Paavai Nagar, Pachal, Namakkal-637018.",NAMAKKAL,SELF FINANCING COLLEGES TIER 2,RM,ROBOTICS AND AUTOMATION,133.5,110.5,103.0,119.0,99.5,,,0,0,1,0,1,0,0
2612,"PGP College of Engineering and Technology, Namakkal-Paramathi NH 7 Road, Namakkal-637207.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,AD,Artificial Intelligence and Data Science,121.0,82.0,,111.5,105.0,101.5,,0,1,0,1,1,0,0
2612,"PGP College of Engineering and Technology, Namakkal-Paramathi NH 7 Road, Namakkal-637207.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,BM,BIO MEDICAL ENGINEERING,122.0,110.5,,92.5,91.5,110.0,,0,1,0,1,1,0,0
2612,"PGP College of Engineering and Technology, Namakkal-Paramathi NH 7 Road, Namakkal-637207.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,CE,CIVIL  ENGINEERING,114.5,,,,,,,1,0,0,0,0,0,0
2612,"PGP College of Engineering and Technology, Namakkal-Paramathi NH 7 Road, Namakkal-637207.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,CS,COMPUTER SCIENCE AND ENGINEERING,112.0,89.5,,90.0,93.5,97.5,,0,1,0,1,1,0,0
2612,"PGP College of Engineering and Technology, Namakkal-Paramathi NH 7 Road, Namakkal-637207.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,127.0,104.0,125.5,106.5,90.0,111.0,,0,1,1,1,0,0,0
2612,"PGP College of Engineering and Technology, Namakkal-Paramathi NH 7 Road, Namakkal-637207.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,112.0,91.0,,93.5,105.0,104.0,,0,1,0,1,1,1,0
2612,"PGP College of Engineering and Technology, Namakkal-Paramathi NH 7 Road, Namakkal-637207.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,IT,INFORMATION TECHNOLOGY,114.0,91.5,,101.5,84.0,96.0,,0,1,0,1,1,0,0
2612,"PGP College of Engineering and Technology, Namakkal-Paramathi NH 7 Road, Namakkal-637207.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,ME,MECHANICAL ENGINEERING,82.0,,,,,,,1,0,0,0,0,0,0
2613,"K S R College of Engineering (Autonomous), K S R Kalvi Nagar, Thokkavadi, Tiruchengode, Namakkal Dist-637215.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,AD,Artificial Intelligence and Data Science,166.5,158.5,,155.0,109.0,121.0,,0,0,0,0,0,0,0
2613,"K S R College of Engineering (Autonomous), K S R Kalvi Nagar, Thokkavadi, Tiruchengode, Namakkal Dist-637215.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,BM,BIO MEDICAL ENGINEERING,148.0,125.0,106.5,125.5,105.0,120.0,,0,0,0,0,1,0,0
2613,"K S R College of Engineering (Autonomous), K S R Kalvi Nagar, Thokkavadi, Tiruchengode, Namakkal Dist-637215.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,CE,CIVIL  ENGINEERING,132.5,94.0,106.5,107.5,83.5,117.999999999999,,0,0,0,0,1,0,0
2613,"K S R College of Engineering (Autonomous), K S R Kalvi Nagar, Thokkavadi, Tiruchengode, Namakkal Dist-637215.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,CI,Computer Science and Engineering (Internet of Things),158.0,151.5,149.0,147.5,108.5,,,0,0,0,0,1,0,0
2613,"K S R College of Engineering (Autonomous), K S R Kalvi Nagar, Thokkavadi, Tiruchengode, Namakkal Dist-637215.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,CS,COMPUTER SCIENCE AND ENGINEERING,167.0,155.5,151.0,157.5,106.5,125.5,94.5,0,0,0,0,1,0,0
2613,"K S R College of Engineering (Autonomous), K S R Kalvi Nagar, Thokkavadi, Tiruchengode, Namakkal Dist-637215.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,162.0,153.0,137.0,154.5,100.0,122.5,126.0,0,0,0,0,1,0,0
2613,"K S R College of Engineering (Autonomous), K S R Kalvi Nagar, Thokkavadi, Tiruchengode, Namakkal Dist-637215.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,151.5,139.0,129.5,142.5,85.0,94.0,,0,0,0,0,1,1,0
2613,"K S R College of Engineering (Autonomous), K S R Kalvi Nagar, Thokkavadi, Tiruchengode, Namakkal Dist-637215.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,IT,INFORMATION TECHNOLOGY,164.5,155.0,143.5,152.0,105.0,117.0,131.0,0,0,0,0,0,0,0
2613,"K S R College of Engineering (Autonomous), K S R Kalvi Nagar, Thokkavadi, Tiruchengode, Namakkal Dist-637215.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,ME,MECHANICAL ENGINEERING,133.5,112.5,120.0,118.5,87.0,101.5,,0,0,0,0,1,0,0
2613,"K S R College of Engineering (Autonomous), K S R Kalvi Nagar, Thokkavadi, Tiruchengode, Namakkal Dist-637215.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,SC,Computer Science and Engineering (Cyber Security),166.5,157.0,157.5,153.0,103.0,131.0,,0,0,0,0,1,0,0
2613,"K S R College of Engineering (Autonomous), K S R Kalvi Nagar, Thokkavadi, Tiruchengode, Namakkal Dist-637215.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,SF,Safety and Fire Engineering,132.5,104.0,,109.5,92.0,98.5,,0,0,0,0,1,0,0
2614,"SSM College of Engineering, NH-47 Salem Main Road, Komarapalayam, Namakkal District-638183.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,CE,CIVIL  ENGINEERING,,,,,,,,0,0,0,0,0,0,0
2614,"SSM College of Engineering, NH-47 Salem Main Road, Komarapalayam, Namakkal District-638183.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,CS,COMPUTER SCIENCE AND ENGINEERING,98.5,,,,,,,1,0,0,0,0,0,0
2614,"SSM College of Engineering, NH-47 Salem Main Road, Komarapalayam, Namakkal District-638183.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,102.5,86.5,,91.0,,,,0,1,0,1,0,0,0
2614,"SSM College of Engineering, NH-47 Salem Main Road, Komarapalayam, Namakkal District-638183.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,107.5,,,,,,,1,0,0,0,0,0,0
2614,"SSM College of Engineering, NH-47 Salem Main Road, Komarapalayam, Namakkal District-638183.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,IT,INFORMATION TECHNOLOGY,110.5,91.0,,85.5,,,,0,1,0,1,0,0,0
2614,"SSM College of Engineering, NH-47 Salem Main Road, Komarapalayam, Namakkal District-638183.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,ME,MECHANICAL ENGINEERING,110.0,,,,,,,1,0,0,0,0,0,0
2614,"SSM College of Engineering, NH-47 Salem Main Road, Komarapalayam, Namakkal District-638183.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,PC,PETRO CHEMICAL TECHNOLOGY,101.5,,,,,,,1,0,0,0,0,0,0
2614,"SSM College of Engineering, NH-47 Salem Main Road, Komarapalayam, Namakkal District-638183.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,PE,PETROLEUM ENGINEERING,130.0,,,,,,,1,0,0,0,0,0,0
2614,"SSM College of Engineering, NH-47 Salem Main Road, Komarapalayam, Namakkal District-638183.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,TC,TEXTILE CHEMISTRY,,,,,,,,0,0,0,0,0,0,0
2614,"SSM College of Engineering, NH-47 Salem Main Road, Komarapalayam, Namakkal District-638183.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,TX,TEXTILE TECHNOLOGY,89.5,,,,,,,1,0,0,0,0,0,0
2616,"Sapthagiri College of Engineering, NH-7, Krishnagiri Main Road,Palacode Taluk Periyanahalli Village & Post Dharmapuri District-635205.",DHARMAPURI,SELF FINANCING COLLEGES TIER 3,AD,Artificial Intelligence and Data Science,,,,,,,,0,0,0,0,0,0,0
2616,"Sapthagiri College of Engineering, NH-7, Krishnagiri Main Road,Palacode Taluk Periyanahalli Village & Post Dharmapuri District-635205.",DHARMAPURI,SELF FINANCING COLLEGES TIER 3,CE,CIVIL  ENGINEERING,,,,,,,,0,0,0,0,0,0,0
2616,"Sapthagiri College of Engineering, NH-7, Krishnagiri Main Road,Palacode Taluk Periyanahalli Village & Post Dharmapuri District-635205.",DHARMAPURI,SELF FINANCING COLLEGES TIER 3,CS,COMPUTER SCIENCE AND ENGINEERING,96.0,,,,,,,1,0,0,0,0,0,0
2616,"Sapthagiri College of Engineering, NH-7, Krishnagiri Main Road,Palacode Taluk Periyanahalli Village & Post Dharmapuri District-635205.",DHARMAPURI,SELF FINANCING COLLEGES TIER 3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,118.0,,,,,,,1,0,0,0,0,0,0
2616,"Sapthagiri College of Engineering, NH-7, Krishnagiri Main Road,Palacode Taluk Periyanahalli Village & Post Dharmapuri District-635205.",DHARMAPURI,SELF FINANCING COLLEGES TIER 3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,86.5,,,,,,,1,0,0,0,0,0,0
2616,"Sapthagiri College of Engineering, NH-7, Krishnagiri Main Road,Palacode Taluk Periyanahalli Village & Post Dharmapuri District-635205.",DHARMAPURI,SELF FINANCING COLLEGES TIER 3,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,,,,,,,,0,0,0,0,0,0,0
2616,"Sapthagiri College of Engineering, NH-7, Krishnagiri Main Road,Palacode Taluk Periyanahalli Village & Post Dharmapuri District-635205.",DHARMAPURI,SELF FINANCING COLLEGES TIER 3,IT,INFORMATION TECHNOLOGY,108.0,,,,,,,1,0,0,0,0,0,0
2616,"Sapthagiri College of Engineering, NH-7, Krishnagiri Main Road,Palacode Taluk Periyanahalli Village & Post Dharmapuri District-635205.",DHARMAPURI,SELF FINANCING COLLEGES TIER 3,ME,MECHANICAL ENGINEERING,,,,,,,,0,0,0,0,0,0,0
2616,"Sapthagiri College of Engineering, NH-7, Krishnagiri Main Road,Palacode Taluk Periyanahalli Village & Post Dharmapuri District-635205.",DHARMAPURI,SELF FINANCING COLLEGES TIER 3,SC,Computer Science and Engineering (Cyber Security),,,,,,,,0,0,0,0,0,0,0
2617,"Sengunthar Engineering College (Autonomous), Kosavampalayam, Kumaramangalam (Post),Tiruchengode (Taluk),Namakkal District-637205.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,AD,Artificial Intelligence and Data Science,150.5,134.0,113.0,131.0,107.5,132.5,,0,0,0,0,0,0,0
2617,"Sengunthar Engineering College (Autonomous), Kosavampalayam, Kumaramangalam (Post),Tiruchengode (Taluk),Namakkal District-637205.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),138.5,126.5,,125.5,91.5,137.0,,0,0,0,0,0,0,0
2617,"Sengunthar Engineering College (Autonomous), Kosavampalayam, Kumaramangalam (Post),Tiruchengode (Taluk),Namakkal District-637205.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,CE,CIVIL  ENGINEERING,118.5,109.5,102.0,112.5,113.5,,106.0,0,0,0,0,1,0,0
2617,"Sengunthar Engineering College (Autonomous), Kosavampalayam, Kumaramangalam (Post),Tiruchengode (Taluk),Namakkal District-637205.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,CS,COMPUTER SCIENCE AND ENGINEERING,152.0,134.5,108.5,130.0,97.0,136.5,,0,0,0,0,0,0,0
2617,"Sengunthar Engineering College (Autonomous), Kosavampalayam, Kumaramangalam (Post),Tiruchengode (Taluk),Namakkal District-637205.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,152.5,136.5,140.0,145.0,116.5,101.0,127.5,0,0,0,0,0,0,0
2617,"Sengunthar Engineering College (Autonomous), Kosavampalayam, Kumaramangalam (Post),Tiruchengode (Taluk),Namakkal District-637205.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,138.5,122.5,,122.5,108.0,110.0,,0,0,0,0,1,0,0
2617,"Sengunthar Engineering College (Autonomous), Kosavampalayam, Kumaramangalam (Post),Tiruchengode (Taluk),Namakkal District-637205.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,IT,INFORMATION TECHNOLOGY,150.5,137.5,95.0,137.5,108.0,112.5,,0,0,0,0,0,0,0
2617,"Sengunthar Engineering College (Autonomous), Kosavampalayam, Kumaramangalam (Post),Tiruchengode (Taluk),Namakkal District-637205.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,MD,MEDICAL ELECTRONICS ENGINEERING,127.5,119.5,116.0,119.0,102.0,114.0,,0,0,0,0,0,0,0
2617,"Sengunthar Engineering College (Autonomous), Kosavampalayam, Kumaramangalam (Post),Tiruchengode (Taluk),Namakkal District-637205.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,ME,MECHANICAL ENGINEERING,121.0,111.0,88.5,115.0,91.5,103.5,,0,0,0,0,1,0,0
2617,"Sengunthar Engineering College (Autonomous), Kosavampalayam, Kumaramangalam (Post),Tiruchengode (Taluk),Namakkal District-637205.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,PH,PHARMACEUTICAL TECHNOLOGY,141.5,115.5,,123.5,109.0,,,0,0,0,0,0,0,0
2617,"Sengunthar Engineering College (Autonomous), Kosavampalayam, Kumaramangalam (Post),Tiruchengode (Taluk),Namakkal District-637205.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,RM,ROBOTICS AND AUTOMATION,145.0,120.0,,118.0,89.0,108.5,,0,0,0,0,0,0,0
2617,"Sengunthar Engineering College (Autonomous), Kosavampalayam, Kumaramangalam (Post),Tiruchengode (Taluk),Namakkal District-637205.",NAMAKKAL,SELF FINANCING COLLEGES TIER 3,SC,Computer Science and Engineering (Cyber Security),146.5,134.0,100.5,124.0,113.5,120.5,,0,0,1,0,0,0,0
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",SALEM,SELF FINANCING COLLEGES TIER 1,AD,Artificial Intelligence and Data Science,179.5,175.5,172.5,173.0,140.5,123.5,136.0,0,0,0,0,0,0,0
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",SALEM,SELF FINANCING COLLEGES TIER 1,AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),178.5,175.0,164.0,172.0,147.5,114.5,,0,0,0,0,0,0,0
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",SALEM,SELF FINANCING COLLEGES TIER 1,BM,BIO MEDICAL ENGINEERING,169.5,158.5,163.5,150.0,95.5,,,0,0,0,0,0,0,0
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",SALEM,SELF FINANCING COLLEGES TIER 1,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,176.0,171.0,164.0,167.0,129.5,123.5,,0,0,0,0,0,0,0
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",SALEM,SELF FINANCING COLLEGES TIER 1,CD,COMPUTER SCIENCE AND DESIGN,174.5,169.5,,169.0,127.0,132.5,,0,0,0,0,0,0,0
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",SALEM,SELF FINANCING COLLEGES TIER 1,CE,CIVIL  ENGINEERING,163.5,155.0,135.5,149.0,111.5,100.0,,0,0,0,0,0,0,0
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",SALEM,SELF FINANCING COLLEGES TIER 1,CS,COMPUTER SCIENCE AND ENGINEERING,185.0,179.0,175.5,177.5,142.5,121.5,160.0,0,0,0,0,0,0,0
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",SALEM,SELF FINANCING COLLEGES TIER 1,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,181.0,176.0,171.0,176.0,134.5,140.0,,0,0,0,0,0,0,0
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",SALEM,SELF FINANCING COLLEGES TIER 1,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,173.5,168.0,166.5,167.0,110.0,123.5,143.0,0,0,0,0,0,0,0
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",SALEM,SELF FINANCING COLLEGES TIER 1,EF,Electrical and Computer Engineering,166.5,162.0,160.5,160.0,124.0,99.5,118.0,0,0,0,0,1,0,0
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",SALEM,SELF FINANCING COLLEGES TIER 1,EV,Electronics Engineering (VLSI Design and Technology),173.5,170.0,162.5,166.0,129.0,,,0,0,0,0,1,0,0
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",SALEM,SELF FINANCING COLLEGES TIER 1,EX,Electronics and Computer Engineering,173.5,168.5,168.5,167.5,110.5,107.0,,0,0,0,0,0,0,0
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",SALEM,SELF FINANCING COLLEGES TIER 1,FT,FASHION TECHNOLOGY,161.0,144.0,119.5,144.0,124.0,151.0,,0,0,0,0,1,0,0
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",SALEM,SELF FINANCING COLLEGES TIER 1,IT,INFORMATION TECHNOLOGY,179.5,175.5,175.0,174.5,136.0,134.5,,0,0,0,0,0,0,0
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",SALEM,SELF FINANCING COLLEGES TIER 1,ME,MECHANICAL ENGINEERING,164.5,154.5,133.0,152.5,103.5,104.5,130.0,0,0,0,0,1,0,0
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",SALEM,SELF FINANCING COLLEGES TIER 1,MZ,Mechatronics Engineering,167.505,159.0,162.0,157.0,93.0,117.0,,0,0,0,0,1,1,0
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",SALEM,SELF FINANCING COLLEGES TIER 1,SC,Computer Science and Engineering (Cyber Security),177.0,174.5,174.0,171.5,146.5,130.0,,0,0,0,0,0,0,0
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",SALEM,SELF FINANCING COLLEGES TIER 1,SF,Safety and Fire Engineering,141.5,109.0,,130.5,103.0,,,0,0,0,0,1,0,0
2620,"Vivekanandha College of Engineering for Women (Autonomous), Sathiyanaickenpalayam Village, Elayampalayam, Tiruchengode, Namakkal District-637205.",NAMAKKAL,SELF FINANCING COLLEGES TIER 2,AD,Artificial Intelligence and Data Science,168.5,150.5,131.0,140.0,105.0,89.0,148.5,0,0,0,0,1,0,0
2620,"Vivekanandha College of Engineering for Women (Autonomous), Sathiyanaickenpalayam Village, Elayampalayam, Tiruchengode, Namakkal District-637205.",NAMAKKAL,SELF FINANCING COLLEGES TIER 2,AG,AGRICULTURAL ENGINEERING,143.0,102.5,,133.5,111.5,127.5,,0,1,0,0,0,0,0
2620,"Vivekanandha College of Engineering for Women (Autonomous), Sathiyanaickenpalayam Village, Elayampalayam, Tiruchengode, Namakkal District-637205.",NAMAKKAL,SELF FINANCING COLLEGES TIER 2,AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),155.5,137.0,139.5,140.0,108.5,89.0,143.5,0,0,0,0,1,0,0
2620,"Vivekanandha College of Engineering for Women (Autonomous), Sathiyanaickenpalayam Village, Elayampalayam, Tiruchengode, Namakkal District-637205.",NAMAKKAL,SELF FINANCING COLLEGES TIER 2,BM,BIO MEDICAL ENGINEERING,145.5,112.5,,131.0,115.0,132.5,,0,0,0,0,0,0,0
2620,"Vivekanandha College of Engineering for Women (Autonomous), Sathiyanaickenpalayam Village, Elayampalayam, Tiruchengode, Namakkal District-637205.",NAMAKKAL,SELF FINANCING COLLEGES TIER 2,BT,BIO TECHNOLOGY,146.0,113.5,,134.0,124.5,145.0,145.0,0,0,0,0,0,0,0
2620,"Vivekanandha College of Engineering for Women (Autonomous), Sathiyanaickenpalayam Village, Elayampalayam, Tiruchengode, Namakkal District-637205.",NAMAKKAL,SELF FINANCING COLLEGES TIER 2,CE,CIVIL  ENGINEERING,139.0,86.5,,121.0,110.5,123.0,,0,1,0,0,0,0,0
2620,"Vivekanandha College of Engineering for Women (Autonomous), Sathiyanaickenpalayam Village, Elayampalayam, Tiruchengode, Namakkal District-637205.",NAMAKKAL,SELF FINANCING COLLEGES TIER 2,CS,COMPUTER SCIENCE AND ENGINEERING,163.5,136.5,139.5,142.0,98.5,127.0,,0,0,0,0,1,0,0
2620,"Vivekanandha College of Engineering for Women (Autonomous), Sathiyanaickenpalayam Village, Elayampalayam, Tiruchengode, Namakkal District-637205.",NAMAKKAL,SELF FINANCING COLLEGES TIER 2,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,154.0,127.0,136.5,139.5,120.5,136.0,119.5,0,0,1,0,0,0,1
2620,"Vivekanandha College of Engineering for Women (Autonomous), Sathiyanaickenpalayam Village, Elayampalayam, Tiruchengode, Namakkal District-637205.",NAMAKKAL,SELF FINANCING COLLEGES TIER 2,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,140.5,123.5,126.0,130.0,114.0,137.0,,0,0,0,0,0,0,0
2620,"Vivekanandha College of Engineering for Women (Autonomous), Sathiyanaickenpalayam Village, Elayampalayam, Tiruchengode, Namakkal District-637205.",NAMAKKAL,SELF FINANCING COLLEGES TIER 2,IT,INFORMATION TECHNOLOGY,159.5,134.5,134.5,142.5,98.5,118.0,,0,0,1,0,1,0,0
2621,"Er. Perumal Manimekalai College of Engineering (Autonomous), 17th Km Hosur - Krishnagiri NH7, Nallaganakothapalli, Near Koneripalli, Hosur Taluk, Krishnagiri District-635117.",KRISHNAGIRI,SELF FINANCING COLLEGES TIER 3,AD,Artificial Intelligence and Data Science,149.5,127.0,136.0,140.0,99.5,146.5,,0,0,0,0,0,1,0
2621,"Er. Perumal Manimekalai College of Engineering (Autonomous), 17th Km Hosur - Krishnagiri NH7, Nallaganakothapalli, Near Koneripalli, Hosur Taluk, Krishnagiri District-635117.",KRISHNAGIRI,SELF FINANCING COLLEGES TIER 3,AE,AERONAUTICAL ENGINEERING,125.5,96.0,111.999999999999,108.5,84.0,,,0,0,0,0,1,0,0
2621,"Er. Perumal Manimekalai College of Engineering (Autonomous), 17th Km Hosur - Krishnagiri NH7, Nallaganakothapalli, Near Koneripalli, Hosur Taluk, Krishnagiri District-635117.",KRISHNAGIRI,SELF FINANCING COLLEGES TIER 3,AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),143.5,124.5,132.5,133.5,89.0,,,0,0,0,0,0,0,0
2621,"Er. Perumal Manimekalai College of Engineering (Autonomous), 17th Km Hosur - Krishnagiri NH7, Nallaganakothapalli, Near Koneripalli, Hosur Taluk, Krishnagiri District-635117.",KRISHNAGIRI,SELF FINANCING COLLEGES TIER 3,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,132.0,119.5,126.0,125.5,88.0,,,0,0,0,0,0,0,0
2621,"Er. Perumal Manimekalai College of Engineering (Autonomous), 17th Km Hosur - Krishnagiri NH7, Nallaganakothapalli, Near Koneripalli, Hosur Taluk, Krishnagiri District-635117.",KRISHNAGIRI,SELF FINANCING COLLEGES TIER 3,CE,CIVIL  ENGINEERING,116.5,85.0,97.0,108.0,87.0,,,0,1,0,0,1,0,0
2621,"Er. Perumal Manimekalai College of Engineering (Autonomous), 17th Km Hosur - Krishnagiri NH7, Nallaganakothapalli, Near Koneripalli, Hosur Taluk, Krishnagiri District-635117.",KRISHNAGIRI,SELF FINANCING COLLEGES TIER 3,CH,CHEMICAL  ENGINEERING,120.0,80.0,113.5,105.5,,,,0,1,0,0,0,0,0
2621,"Er. Perumal Manimekalai College of Engineering (Autonomous), 17th Km Hosur - Krishnagiri NH7, Nallaganakothapalli, Near Koneripalli, Hosur Taluk, Krishnagiri District-635117.",KRISHNAGIRI,SELF FINANCING COLLEGES TIER 3,CS,COMPUTER SCIENCE AND ENGINEERING,157.5,131.5,141.0,135.5,88.0,138.5,,0,0,0,0,0,0,0
2621,"Er. Perumal Manimekalai College of Engineering (Autonomous), 17th Km Hosur - Krishnagiri NH7, Nallaganakothapalli, Near Koneripalli, Hosur Taluk, Krishnagiri District-635117.",KRISHNAGIRI,SELF FINANCING COLLEGES TIER 3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,150.5,129.5,138.5,139.0,103.5,100.5,,0,0,0,0,0,1,0
2621,"Er. Perumal Manimekalai College of Engineering (Autonomous), 17th Km Hosur - Krishnagiri NH7, Nallaganakothapalli, Near Koneripalli, Hosur Taluk, Krishnagiri District-635117.",KRISHNAGIRI,SELF FINANCING COLLEGES TIER 3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,136.5,118.5,119.0,130.0,90.5,,,0,0,0,0,0,0,0
2621,"Er. Perumal Manimekalai College of Engineering (Autonomous), 17th Km Hosur - Krishnagiri NH7, Nallaganakothapalli, Near Koneripalli, Hosur Taluk, Krishnagiri District-635117.",KRISHNAGIRI,SELF FINANCING COLLEGES TIER 3,IT,INFORMATION TECHNOLOGY,143.5,126.0,134.0,135.0,94.5,103.0,,0,0,0,0,1,1,0
